InstanceID,patientID,ImageName,cellTypeName,cellType,isCancerous,ImagePath,combined_label
19059,2,19059.png,inflammatory,1,0,./data/preprocessed/train/19059.png,1_0
19060,2,19060.png,inflammatory,1,0,./data/preprocessed/train/19060.png,1_0
19061,2,19061.png,others,3,0,./data/preprocessed/train/19061.png,3_0
19062,2,19062.png,others,3,0,./data/preprocessed/train/19062.png,3_0
19063,2,19063.png,others,3,0,./data/preprocessed/train/19063.png,3_0
19064,2,19064.png,others,3,0,./data/preprocessed/train/19064.png,3_0
19066,2,19066.png,others,3,0,./data/preprocessed/train/19066.png,3_0
19067,2,19067.png,others,3,0,./data/preprocessed/train/19067.png,3_0
19068,2,19068.png,others,3,0,./data/preprocessed/train/19068.png,3_0
18812,3,18812.png,fibroblast,0,0,./data/preprocessed/train/18812.png,0_0
18813,3,18813.png,fibroblast,0,0,./data/preprocessed/train/18813.png,0_0
18814,3,18814.png,fibroblast,0,0,./data/preprocessed/train/18814.png,0_0
18815,3,18815.png,fibroblast,0,0,./data/preprocessed/train/18815.png,0_0
18816,3,18816.png,fibroblast,0,0,./data/preprocessed/train/18816.png,0_0
18817,3,18817.png,fibroblast,0,0,./data/preprocessed/train/18817.png,0_0
18818,3,18818.png,fibroblast,0,0,./data/preprocessed/train/18818.png,0_0
18819,3,18819.png,fibroblast,0,0,./data/preprocessed/train/18819.png,0_0
18820,3,18820.png,fibroblast,0,0,./data/preprocessed/train/18820.png,0_0
18821,3,18821.png,fibroblast,0,0,./data/preprocessed/train/18821.png,0_0
18822,3,18822.png,fibroblast,0,0,./data/preprocessed/train/18822.png,0_0
18823,3,18823.png,fibroblast,0,0,./data/preprocessed/train/18823.png,0_0
18824,3,18824.png,fibroblast,0,0,./data/preprocessed/train/18824.png,0_0
18825,3,18825.png,fibroblast,0,0,./data/preprocessed/train/18825.png,0_0
18826,3,18826.png,fibroblast,0,0,./data/preprocessed/train/18826.png,0_0
18827,3,18827.png,fibroblast,0,0,./data/preprocessed/train/18827.png,0_0
18828,3,18828.png,fibroblast,0,0,./data/preprocessed/train/18828.png,0_0
18830,3,18830.png,fibroblast,0,0,./data/preprocessed/train/18830.png,0_0
18832,3,18832.png,fibroblast,0,0,./data/preprocessed/train/18832.png,0_0
18833,3,18833.png,fibroblast,0,0,./data/preprocessed/train/18833.png,0_0
18834,3,18834.png,fibroblast,0,0,./data/preprocessed/train/18834.png,0_0
18835,3,18835.png,fibroblast,0,0,./data/preprocessed/train/18835.png,0_0
18836,3,18836.png,fibroblast,0,0,./data/preprocessed/train/18836.png,0_0
18837,3,18837.png,fibroblast,0,0,./data/preprocessed/train/18837.png,0_0
18838,3,18838.png,fibroblast,0,0,./data/preprocessed/train/18838.png,0_0
18839,3,18839.png,fibroblast,0,0,./data/preprocessed/train/18839.png,0_0
18840,3,18840.png,fibroblast,0,0,./data/preprocessed/train/18840.png,0_0
18841,3,18841.png,fibroblast,0,0,./data/preprocessed/train/18841.png,0_0
18842,3,18842.png,fibroblast,0,0,./data/preprocessed/train/18842.png,0_0
18843,3,18843.png,fibroblast,0,0,./data/preprocessed/train/18843.png,0_0
18844,3,18844.png,fibroblast,0,0,./data/preprocessed/train/18844.png,0_0
18845,3,18845.png,fibroblast,0,0,./data/preprocessed/train/18845.png,0_0
18846,3,18846.png,fibroblast,0,0,./data/preprocessed/train/18846.png,0_0
18847,3,18847.png,fibroblast,0,0,./data/preprocessed/train/18847.png,0_0
18848,3,18848.png,fibroblast,0,0,./data/preprocessed/train/18848.png,0_0
18849,3,18849.png,fibroblast,0,0,./data/preprocessed/train/18849.png,0_0
18850,3,18850.png,fibroblast,0,0,./data/preprocessed/train/18850.png,0_0
18851,3,18851.png,fibroblast,0,0,./data/preprocessed/train/18851.png,0_0
18852,3,18852.png,fibroblast,0,0,./data/preprocessed/train/18852.png,0_0
18853,3,18853.png,fibroblast,0,0,./data/preprocessed/train/18853.png,0_0
18854,3,18854.png,fibroblast,0,0,./data/preprocessed/train/18854.png,0_0
18855,3,18855.png,fibroblast,0,0,./data/preprocessed/train/18855.png,0_0
18856,3,18856.png,fibroblast,0,0,./data/preprocessed/train/18856.png,0_0
18857,3,18857.png,fibroblast,0,0,./data/preprocessed/train/18857.png,0_0
18858,3,18858.png,fibroblast,0,0,./data/preprocessed/train/18858.png,0_0
18859,3,18859.png,fibroblast,0,0,./data/preprocessed/train/18859.png,0_0
18861,3,18861.png,fibroblast,0,0,./data/preprocessed/train/18861.png,0_0
18862,3,18862.png,fibroblast,0,0,./data/preprocessed/train/18862.png,0_0
18863,3,18863.png,fibroblast,0,0,./data/preprocessed/train/18863.png,0_0
18865,3,18865.png,fibroblast,0,0,./data/preprocessed/train/18865.png,0_0
18866,3,18866.png,fibroblast,0,0,./data/preprocessed/train/18866.png,0_0
18867,3,18867.png,fibroblast,0,0,./data/preprocessed/train/18867.png,0_0
18868,3,18868.png,fibroblast,0,0,./data/preprocessed/train/18868.png,0_0
18869,3,18869.png,inflammatory,1,0,./data/preprocessed/train/18869.png,1_0
18870,3,18870.png,inflammatory,1,0,./data/preprocessed/train/18870.png,1_0
18871,3,18871.png,inflammatory,1,0,./data/preprocessed/train/18871.png,1_0
18872,3,18872.png,inflammatory,1,0,./data/preprocessed/train/18872.png,1_0
18873,3,18873.png,inflammatory,1,0,./data/preprocessed/train/18873.png,1_0
18874,3,18874.png,inflammatory,1,0,./data/preprocessed/train/18874.png,1_0
18875,3,18875.png,inflammatory,1,0,./data/preprocessed/train/18875.png,1_0
18876,3,18876.png,inflammatory,1,0,./data/preprocessed/train/18876.png,1_0
18877,3,18877.png,inflammatory,1,0,./data/preprocessed/train/18877.png,1_0
18878,3,18878.png,inflammatory,1,0,./data/preprocessed/train/18878.png,1_0
18879,3,18879.png,inflammatory,1,0,./data/preprocessed/train/18879.png,1_0
18880,3,18880.png,inflammatory,1,0,./data/preprocessed/train/18880.png,1_0
18881,3,18881.png,inflammatory,1,0,./data/preprocessed/train/18881.png,1_0
18882,3,18882.png,inflammatory,1,0,./data/preprocessed/train/18882.png,1_0
18885,3,18885.png,inflammatory,1,0,./data/preprocessed/train/18885.png,1_0
18886,3,18886.png,inflammatory,1,0,./data/preprocessed/train/18886.png,1_0
18887,3,18887.png,inflammatory,1,0,./data/preprocessed/train/18887.png,1_0
18888,3,18888.png,inflammatory,1,0,./data/preprocessed/train/18888.png,1_0
18889,3,18889.png,inflammatory,1,0,./data/preprocessed/train/18889.png,1_0
18890,3,18890.png,inflammatory,1,0,./data/preprocessed/train/18890.png,1_0
18891,3,18891.png,inflammatory,1,0,./data/preprocessed/train/18891.png,1_0
18892,3,18892.png,inflammatory,1,0,./data/preprocessed/train/18892.png,1_0
18893,3,18893.png,inflammatory,1,0,./data/preprocessed/train/18893.png,1_0
18894,3,18894.png,inflammatory,1,0,./data/preprocessed/train/18894.png,1_0
18895,3,18895.png,inflammatory,1,0,./data/preprocessed/train/18895.png,1_0
18896,3,18896.png,inflammatory,1,0,./data/preprocessed/train/18896.png,1_0
18897,3,18897.png,inflammatory,1,0,./data/preprocessed/train/18897.png,1_0
18898,3,18898.png,inflammatory,1,0,./data/preprocessed/train/18898.png,1_0
18899,3,18899.png,inflammatory,1,0,./data/preprocessed/train/18899.png,1_0
18900,3,18900.png,inflammatory,1,0,./data/preprocessed/train/18900.png,1_0
18901,3,18901.png,inflammatory,1,0,./data/preprocessed/train/18901.png,1_0
18902,3,18902.png,inflammatory,1,0,./data/preprocessed/train/18902.png,1_0
18903,3,18903.png,inflammatory,1,0,./data/preprocessed/train/18903.png,1_0
18904,3,18904.png,inflammatory,1,0,./data/preprocessed/train/18904.png,1_0
18905,3,18905.png,inflammatory,1,0,./data/preprocessed/train/18905.png,1_0
18906,3,18906.png,inflammatory,1,0,./data/preprocessed/train/18906.png,1_0
18907,3,18907.png,inflammatory,1,0,./data/preprocessed/train/18907.png,1_0
18908,3,18908.png,inflammatory,1,0,./data/preprocessed/train/18908.png,1_0
18909,3,18909.png,inflammatory,1,0,./data/preprocessed/train/18909.png,1_0
18910,3,18910.png,inflammatory,1,0,./data/preprocessed/train/18910.png,1_0
18911,3,18911.png,inflammatory,1,0,./data/preprocessed/train/18911.png,1_0
18912,3,18912.png,inflammatory,1,0,./data/preprocessed/train/18912.png,1_0
18913,3,18913.png,inflammatory,1,0,./data/preprocessed/train/18913.png,1_0
18914,3,18914.png,inflammatory,1,0,./data/preprocessed/train/18914.png,1_0
18915,3,18915.png,inflammatory,1,0,./data/preprocessed/train/18915.png,1_0
18916,3,18916.png,inflammatory,1,0,./data/preprocessed/train/18916.png,1_0
18917,3,18917.png,inflammatory,1,0,./data/preprocessed/train/18917.png,1_0
18918,3,18918.png,inflammatory,1,0,./data/preprocessed/train/18918.png,1_0
18919,3,18919.png,inflammatory,1,0,./data/preprocessed/train/18919.png,1_0
18920,3,18920.png,inflammatory,1,0,./data/preprocessed/train/18920.png,1_0
18921,3,18921.png,inflammatory,1,0,./data/preprocessed/train/18921.png,1_0
18922,3,18922.png,inflammatory,1,0,./data/preprocessed/train/18922.png,1_0
18923,3,18923.png,inflammatory,1,0,./data/preprocessed/train/18923.png,1_0
18924,3,18924.png,inflammatory,1,0,./data/preprocessed/train/18924.png,1_0
18925,3,18925.png,inflammatory,1,0,./data/preprocessed/train/18925.png,1_0
18926,3,18926.png,inflammatory,1,0,./data/preprocessed/train/18926.png,1_0
18927,3,18927.png,inflammatory,1,0,./data/preprocessed/train/18927.png,1_0
18928,3,18928.png,inflammatory,1,0,./data/preprocessed/train/18928.png,1_0
18929,3,18929.png,inflammatory,1,0,./data/preprocessed/train/18929.png,1_0
18930,3,18930.png,inflammatory,1,0,./data/preprocessed/train/18930.png,1_0
18931,3,18931.png,inflammatory,1,0,./data/preprocessed/train/18931.png,1_0
18932,3,18932.png,inflammatory,1,0,./data/preprocessed/train/18932.png,1_0
18933,3,18933.png,inflammatory,1,0,./data/preprocessed/train/18933.png,1_0
18934,3,18934.png,inflammatory,1,0,./data/preprocessed/train/18934.png,1_0
18935,3,18935.png,inflammatory,1,0,./data/preprocessed/train/18935.png,1_0
18936,3,18936.png,inflammatory,1,0,./data/preprocessed/train/18936.png,1_0
18937,3,18937.png,inflammatory,1,0,./data/preprocessed/train/18937.png,1_0
18938,3,18938.png,inflammatory,1,0,./data/preprocessed/train/18938.png,1_0
18939,3,18939.png,inflammatory,1,0,./data/preprocessed/train/18939.png,1_0
18943,3,18943.png,inflammatory,1,0,./data/preprocessed/train/18943.png,1_0
18944,3,18944.png,inflammatory,1,0,./data/preprocessed/train/18944.png,1_0
18945,3,18945.png,inflammatory,1,0,./data/preprocessed/train/18945.png,1_0
18946,3,18946.png,inflammatory,1,0,./data/preprocessed/train/18946.png,1_0
18947,3,18947.png,others,3,0,./data/preprocessed/train/18947.png,3_0
18948,3,18948.png,others,3,0,./data/preprocessed/train/18948.png,3_0
18949,3,18949.png,others,3,0,./data/preprocessed/train/18949.png,3_0
18950,3,18950.png,others,3,0,./data/preprocessed/train/18950.png,3_0
18951,3,18951.png,others,3,0,./data/preprocessed/train/18951.png,3_0
18952,3,18952.png,others,3,0,./data/preprocessed/train/18952.png,3_0
18953,3,18953.png,others,3,0,./data/preprocessed/train/18953.png,3_0
18954,3,18954.png,others,3,0,./data/preprocessed/train/18954.png,3_0
18955,3,18955.png,others,3,0,./data/preprocessed/train/18955.png,3_0
18956,3,18956.png,others,3,0,./data/preprocessed/train/18956.png,3_0
18589,4,18589.png,fibroblast,0,0,./data/preprocessed/train/18589.png,0_0
18590,4,18590.png,fibroblast,0,0,./data/preprocessed/train/18590.png,0_0
18591,4,18591.png,fibroblast,0,0,./data/preprocessed/train/18591.png,0_0
18592,4,18592.png,fibroblast,0,0,./data/preprocessed/train/18592.png,0_0
18593,4,18593.png,fibroblast,0,0,./data/preprocessed/train/18593.png,0_0
18594,4,18594.png,fibroblast,0,0,./data/preprocessed/train/18594.png,0_0
18595,4,18595.png,fibroblast,0,0,./data/preprocessed/train/18595.png,0_0
18596,4,18596.png,fibroblast,0,0,./data/preprocessed/train/18596.png,0_0
18597,4,18597.png,fibroblast,0,0,./data/preprocessed/train/18597.png,0_0
18598,4,18598.png,fibroblast,0,0,./data/preprocessed/train/18598.png,0_0
18599,4,18599.png,fibroblast,0,0,./data/preprocessed/train/18599.png,0_0
18600,4,18600.png,fibroblast,0,0,./data/preprocessed/train/18600.png,0_0
18601,4,18601.png,fibroblast,0,0,./data/preprocessed/train/18601.png,0_0
18602,4,18602.png,fibroblast,0,0,./data/preprocessed/train/18602.png,0_0
18603,4,18603.png,fibroblast,0,0,./data/preprocessed/train/18603.png,0_0
18604,4,18604.png,fibroblast,0,0,./data/preprocessed/train/18604.png,0_0
18605,4,18605.png,fibroblast,0,0,./data/preprocessed/train/18605.png,0_0
18606,4,18606.png,fibroblast,0,0,./data/preprocessed/train/18606.png,0_0
18607,4,18607.png,fibroblast,0,0,./data/preprocessed/train/18607.png,0_0
18608,4,18608.png,fibroblast,0,0,./data/preprocessed/train/18608.png,0_0
18609,4,18609.png,fibroblast,0,0,./data/preprocessed/train/18609.png,0_0
18610,4,18610.png,fibroblast,0,0,./data/preprocessed/train/18610.png,0_0
18611,4,18611.png,fibroblast,0,0,./data/preprocessed/train/18611.png,0_0
18612,4,18612.png,fibroblast,0,0,./data/preprocessed/train/18612.png,0_0
18613,4,18613.png,fibroblast,0,0,./data/preprocessed/train/18613.png,0_0
18614,4,18614.png,fibroblast,0,0,./data/preprocessed/train/18614.png,0_0
18615,4,18615.png,fibroblast,0,0,./data/preprocessed/train/18615.png,0_0
18616,4,18616.png,fibroblast,0,0,./data/preprocessed/train/18616.png,0_0
18617,4,18617.png,fibroblast,0,0,./data/preprocessed/train/18617.png,0_0
18618,4,18618.png,fibroblast,0,0,./data/preprocessed/train/18618.png,0_0
18619,4,18619.png,fibroblast,0,0,./data/preprocessed/train/18619.png,0_0
18620,4,18620.png,fibroblast,0,0,./data/preprocessed/train/18620.png,0_0
18621,4,18621.png,fibroblast,0,0,./data/preprocessed/train/18621.png,0_0
18622,4,18622.png,fibroblast,0,0,./data/preprocessed/train/18622.png,0_0
18623,4,18623.png,fibroblast,0,0,./data/preprocessed/train/18623.png,0_0
18624,4,18624.png,fibroblast,0,0,./data/preprocessed/train/18624.png,0_0
18625,4,18625.png,fibroblast,0,0,./data/preprocessed/train/18625.png,0_0
18626,4,18626.png,fibroblast,0,0,./data/preprocessed/train/18626.png,0_0
18627,4,18627.png,fibroblast,0,0,./data/preprocessed/train/18627.png,0_0
18631,4,18631.png,inflammatory,1,0,./data/preprocessed/train/18631.png,1_0
18632,4,18632.png,inflammatory,1,0,./data/preprocessed/train/18632.png,1_0
18633,4,18633.png,inflammatory,1,0,./data/preprocessed/train/18633.png,1_0
18634,4,18634.png,inflammatory,1,0,./data/preprocessed/train/18634.png,1_0
18635,4,18635.png,inflammatory,1,0,./data/preprocessed/train/18635.png,1_0
18636,4,18636.png,inflammatory,1,0,./data/preprocessed/train/18636.png,1_0
18637,4,18637.png,inflammatory,1,0,./data/preprocessed/train/18637.png,1_0
18638,4,18638.png,inflammatory,1,0,./data/preprocessed/train/18638.png,1_0
18639,4,18639.png,inflammatory,1,0,./data/preprocessed/train/18639.png,1_0
18640,4,18640.png,inflammatory,1,0,./data/preprocessed/train/18640.png,1_0
18641,4,18641.png,inflammatory,1,0,./data/preprocessed/train/18641.png,1_0
18642,4,18642.png,inflammatory,1,0,./data/preprocessed/train/18642.png,1_0
18643,4,18643.png,inflammatory,1,0,./data/preprocessed/train/18643.png,1_0
18644,4,18644.png,inflammatory,1,0,./data/preprocessed/train/18644.png,1_0
18645,4,18645.png,inflammatory,1,0,./data/preprocessed/train/18645.png,1_0
18646,4,18646.png,inflammatory,1,0,./data/preprocessed/train/18646.png,1_0
18647,4,18647.png,inflammatory,1,0,./data/preprocessed/train/18647.png,1_0
18648,4,18648.png,inflammatory,1,0,./data/preprocessed/train/18648.png,1_0
18649,4,18649.png,inflammatory,1,0,./data/preprocessed/train/18649.png,1_0
18650,4,18650.png,inflammatory,1,0,./data/preprocessed/train/18650.png,1_0
18651,4,18651.png,inflammatory,1,0,./data/preprocessed/train/18651.png,1_0
18652,4,18652.png,inflammatory,1,0,./data/preprocessed/train/18652.png,1_0
18653,4,18653.png,inflammatory,1,0,./data/preprocessed/train/18653.png,1_0
18656,4,18656.png,inflammatory,1,0,./data/preprocessed/train/18656.png,1_0
18657,4,18657.png,inflammatory,1,0,./data/preprocessed/train/18657.png,1_0
18658,4,18658.png,inflammatory,1,0,./data/preprocessed/train/18658.png,1_0
18659,4,18659.png,inflammatory,1,0,./data/preprocessed/train/18659.png,1_0
18660,4,18660.png,inflammatory,1,0,./data/preprocessed/train/18660.png,1_0
18661,4,18661.png,inflammatory,1,0,./data/preprocessed/train/18661.png,1_0
18662,4,18662.png,inflammatory,1,0,./data/preprocessed/train/18662.png,1_0
18663,4,18663.png,inflammatory,1,0,./data/preprocessed/train/18663.png,1_0
18664,4,18664.png,inflammatory,1,0,./data/preprocessed/train/18664.png,1_0
18665,4,18665.png,inflammatory,1,0,./data/preprocessed/train/18665.png,1_0
18666,4,18666.png,inflammatory,1,0,./data/preprocessed/train/18666.png,1_0
18667,4,18667.png,inflammatory,1,0,./data/preprocessed/train/18667.png,1_0
18668,4,18668.png,inflammatory,1,0,./data/preprocessed/train/18668.png,1_0
18669,4,18669.png,inflammatory,1,0,./data/preprocessed/train/18669.png,1_0
18670,4,18670.png,inflammatory,1,0,./data/preprocessed/train/18670.png,1_0
18671,4,18671.png,inflammatory,1,0,./data/preprocessed/train/18671.png,1_0
18672,4,18672.png,inflammatory,1,0,./data/preprocessed/train/18672.png,1_0
18673,4,18673.png,inflammatory,1,0,./data/preprocessed/train/18673.png,1_0
18674,4,18674.png,inflammatory,1,0,./data/preprocessed/train/18674.png,1_0
18675,4,18675.png,inflammatory,1,0,./data/preprocessed/train/18675.png,1_0
18676,4,18676.png,inflammatory,1,0,./data/preprocessed/train/18676.png,1_0
18677,4,18677.png,inflammatory,1,0,./data/preprocessed/train/18677.png,1_0
18678,4,18678.png,inflammatory,1,0,./data/preprocessed/train/18678.png,1_0
18679,4,18679.png,inflammatory,1,0,./data/preprocessed/train/18679.png,1_0
18680,4,18680.png,inflammatory,1,0,./data/preprocessed/train/18680.png,1_0
18681,4,18681.png,inflammatory,1,0,./data/preprocessed/train/18681.png,1_0
18682,4,18682.png,inflammatory,1,0,./data/preprocessed/train/18682.png,1_0
18683,4,18683.png,inflammatory,1,0,./data/preprocessed/train/18683.png,1_0
18684,4,18684.png,inflammatory,1,0,./data/preprocessed/train/18684.png,1_0
18685,4,18685.png,inflammatory,1,0,./data/preprocessed/train/18685.png,1_0
18686,4,18686.png,inflammatory,1,0,./data/preprocessed/train/18686.png,1_0
18687,4,18687.png,inflammatory,1,0,./data/preprocessed/train/18687.png,1_0
18688,4,18688.png,inflammatory,1,0,./data/preprocessed/train/18688.png,1_0
18689,4,18689.png,inflammatory,1,0,./data/preprocessed/train/18689.png,1_0
18690,4,18690.png,inflammatory,1,0,./data/preprocessed/train/18690.png,1_0
18691,4,18691.png,inflammatory,1,0,./data/preprocessed/train/18691.png,1_0
18692,4,18692.png,inflammatory,1,0,./data/preprocessed/train/18692.png,1_0
18693,4,18693.png,inflammatory,1,0,./data/preprocessed/train/18693.png,1_0
18694,4,18694.png,inflammatory,1,0,./data/preprocessed/train/18694.png,1_0
18695,4,18695.png,inflammatory,1,0,./data/preprocessed/train/18695.png,1_0
18696,4,18696.png,inflammatory,1,0,./data/preprocessed/train/18696.png,1_0
18697,4,18697.png,inflammatory,1,0,./data/preprocessed/train/18697.png,1_0
18698,4,18698.png,inflammatory,1,0,./data/preprocessed/train/18698.png,1_0
18699,4,18699.png,inflammatory,1,0,./data/preprocessed/train/18699.png,1_0
18700,4,18700.png,inflammatory,1,0,./data/preprocessed/train/18700.png,1_0
18701,4,18701.png,inflammatory,1,0,./data/preprocessed/train/18701.png,1_0
18702,4,18702.png,inflammatory,1,0,./data/preprocessed/train/18702.png,1_0
18703,4,18703.png,inflammatory,1,0,./data/preprocessed/train/18703.png,1_0
18704,4,18704.png,inflammatory,1,0,./data/preprocessed/train/18704.png,1_0
18706,4,18706.png,inflammatory,1,0,./data/preprocessed/train/18706.png,1_0
18707,4,18707.png,inflammatory,1,0,./data/preprocessed/train/18707.png,1_0
18708,4,18708.png,inflammatory,1,0,./data/preprocessed/train/18708.png,1_0
18709,4,18709.png,inflammatory,1,0,./data/preprocessed/train/18709.png,1_0
18710,4,18710.png,inflammatory,1,0,./data/preprocessed/train/18710.png,1_0
18711,4,18711.png,inflammatory,1,0,./data/preprocessed/train/18711.png,1_0
18712,4,18712.png,inflammatory,1,0,./data/preprocessed/train/18712.png,1_0
18713,4,18713.png,inflammatory,1,0,./data/preprocessed/train/18713.png,1_0
18714,4,18714.png,inflammatory,1,0,./data/preprocessed/train/18714.png,1_0
18715,4,18715.png,others,3,0,./data/preprocessed/train/18715.png,3_0
18716,4,18716.png,others,3,0,./data/preprocessed/train/18716.png,3_0
18717,4,18717.png,others,3,0,./data/preprocessed/train/18717.png,3_0
18718,4,18718.png,others,3,0,./data/preprocessed/train/18718.png,3_0
18719,4,18719.png,others,3,0,./data/preprocessed/train/18719.png,3_0
18720,4,18720.png,others,3,0,./data/preprocessed/train/18720.png,3_0
18721,4,18721.png,others,3,0,./data/preprocessed/train/18721.png,3_0
132,5,132.png,fibroblast,0,0,./data/preprocessed/train/132.png,0_0
133,5,133.png,fibroblast,0,0,./data/preprocessed/train/133.png,0_0
134,5,134.png,fibroblast,0,0,./data/preprocessed/train/134.png,0_0
135,5,135.png,fibroblast,0,0,./data/preprocessed/train/135.png,0_0
136,5,136.png,fibroblast,0,0,./data/preprocessed/train/136.png,0_0
137,5,137.png,fibroblast,0,0,./data/preprocessed/train/137.png,0_0
138,5,138.png,fibroblast,0,0,./data/preprocessed/train/138.png,0_0
140,5,140.png,fibroblast,0,0,./data/preprocessed/train/140.png,0_0
141,5,141.png,fibroblast,0,0,./data/preprocessed/train/141.png,0_0
142,5,142.png,fibroblast,0,0,./data/preprocessed/train/142.png,0_0
143,5,143.png,fibroblast,0,0,./data/preprocessed/train/143.png,0_0
144,5,144.png,fibroblast,0,0,./data/preprocessed/train/144.png,0_0
145,5,145.png,fibroblast,0,0,./data/preprocessed/train/145.png,0_0
146,5,146.png,fibroblast,0,0,./data/preprocessed/train/146.png,0_0
147,5,147.png,fibroblast,0,0,./data/preprocessed/train/147.png,0_0
148,5,148.png,fibroblast,0,0,./data/preprocessed/train/148.png,0_0
149,5,149.png,fibroblast,0,0,./data/preprocessed/train/149.png,0_0
150,5,150.png,fibroblast,0,0,./data/preprocessed/train/150.png,0_0
152,5,152.png,fibroblast,0,0,./data/preprocessed/train/152.png,0_0
153,5,153.png,fibroblast,0,0,./data/preprocessed/train/153.png,0_0
154,5,154.png,fibroblast,0,0,./data/preprocessed/train/154.png,0_0
155,5,155.png,fibroblast,0,0,./data/preprocessed/train/155.png,0_0
156,5,156.png,fibroblast,0,0,./data/preprocessed/train/156.png,0_0
157,5,157.png,fibroblast,0,0,./data/preprocessed/train/157.png,0_0
158,5,158.png,fibroblast,0,0,./data/preprocessed/train/158.png,0_0
161,5,161.png,inflammatory,1,0,./data/preprocessed/train/161.png,1_0
162,5,162.png,inflammatory,1,0,./data/preprocessed/train/162.png,1_0
163,5,163.png,inflammatory,1,0,./data/preprocessed/train/163.png,1_0
164,5,164.png,inflammatory,1,0,./data/preprocessed/train/164.png,1_0
165,5,165.png,inflammatory,1,0,./data/preprocessed/train/165.png,1_0
166,5,166.png,inflammatory,1,0,./data/preprocessed/train/166.png,1_0
167,5,167.png,inflammatory,1,0,./data/preprocessed/train/167.png,1_0
168,5,168.png,inflammatory,1,0,./data/preprocessed/train/168.png,1_0
169,5,169.png,inflammatory,1,0,./data/preprocessed/train/169.png,1_0
171,5,171.png,inflammatory,1,0,./data/preprocessed/train/171.png,1_0
172,5,172.png,inflammatory,1,0,./data/preprocessed/train/172.png,1_0
173,5,173.png,inflammatory,1,0,./data/preprocessed/train/173.png,1_0
174,5,174.png,inflammatory,1,0,./data/preprocessed/train/174.png,1_0
175,5,175.png,inflammatory,1,0,./data/preprocessed/train/175.png,1_0
176,5,176.png,inflammatory,1,0,./data/preprocessed/train/176.png,1_0
177,5,177.png,inflammatory,1,0,./data/preprocessed/train/177.png,1_0
178,5,178.png,inflammatory,1,0,./data/preprocessed/train/178.png,1_0
179,5,179.png,inflammatory,1,0,./data/preprocessed/train/179.png,1_0
180,5,180.png,inflammatory,1,0,./data/preprocessed/train/180.png,1_0
181,5,181.png,inflammatory,1,0,./data/preprocessed/train/181.png,1_0
182,5,182.png,inflammatory,1,0,./data/preprocessed/train/182.png,1_0
183,5,183.png,inflammatory,1,0,./data/preprocessed/train/183.png,1_0
184,5,184.png,inflammatory,1,0,./data/preprocessed/train/184.png,1_0
185,5,185.png,inflammatory,1,0,./data/preprocessed/train/185.png,1_0
186,5,186.png,inflammatory,1,0,./data/preprocessed/train/186.png,1_0
187,5,187.png,inflammatory,1,0,./data/preprocessed/train/187.png,1_0
188,5,188.png,inflammatory,1,0,./data/preprocessed/train/188.png,1_0
189,5,189.png,inflammatory,1,0,./data/preprocessed/train/189.png,1_0
190,5,190.png,inflammatory,1,0,./data/preprocessed/train/190.png,1_0
191,5,191.png,inflammatory,1,0,./data/preprocessed/train/191.png,1_0
192,5,192.png,inflammatory,1,0,./data/preprocessed/train/192.png,1_0
193,5,193.png,inflammatory,1,0,./data/preprocessed/train/193.png,1_0
194,5,194.png,inflammatory,1,0,./data/preprocessed/train/194.png,1_0
