InstanceID,patientID,ImageName,cellTypeName,cellType
18926,3,18926.png,inflammatory,1
18927,3,18927.png,inflammatory,1
18928,3,18928.png,inflammatory,1
18929,3,18929.png,inflammatory,1
18930,3,18930.png,inflammatory,1
18931,3,18931.png,inflammatory,1
18932,3,18932.png,inflammatory,1
18933,3,18933.png,inflammatory,1
18934,3,18934.png,inflammatory,1
18935,3,18935.png,inflammatory,1
18936,3,18936.png,inflammatory,1
18937,3,18937.png,inflammatory,1
18938,3,18938.png,inflammatory,1
18939,3,18939.png,inflammatory,1
18943,3,18943.png,inflammatory,1
18944,3,18944.png,inflammatory,1
18945,3,18945.png,inflammatory,1
18946,3,18946.png,inflammatory,1
18947,3,18947.png,others,3
18948,3,18948.png,others,3
18949,3,18949.png,others,3
18950,3,18950.png,others,3
18951,3,18951.png,others,3
18952,3,18952.png,others,3
18953,3,18953.png,others,3
18954,3,18954.png,others,3
18955,3,18955.png,others,3
18956,3,18956.png,others,3
18589,4,18589.png,fibroblast,0
18590,4,18590.png,fibroblast,0
18591,4,18591.png,fibroblast,0
18592,4,18592.png,fibroblast,0
18593,4,18593.png,fibroblast,0
18594,4,18594.png,fibroblast,0
18595,4,18595.png,fibroblast,0
18596,4,18596.png,fibroblast,0
18597,4,18597.png,fibroblast,0
18598,4,18598.png,fibroblast,0
18599,4,18599.png,fibroblast,0
18600,4,18600.png,fibroblast,0
18601,4,18601.png,fibroblast,0
18602,4,18602.png,fibroblast,0
18603,4,18603.png,fibroblast,0
18604,4,18604.png,fibroblast,0
18605,4,18605.png,fibroblast,0
18606,4,18606.png,fibroblast,0
18607,4,18607.png,fibroblast,0
18608,4,18608.png,fibroblast,0
18609,4,18609.png,fibroblast,0
18610,4,18610.png,fibroblast,0
18611,4,18611.png,fibroblast,0
18612,4,18612.png,fibroblast,0
18613,4,18613.png,fibroblast,0
18614,4,18614.png,fibroblast,0
18615,4,18615.png,fibroblast,0
18616,4,18616.png,fibroblast,0
18617,4,18617.png,fibroblast,0
18618,4,18618.png,fibroblast,0
18619,4,18619.png,fibroblast,0
18620,4,18620.png,fibroblast,0
18621,4,18621.png,fibroblast,0
18622,4,18622.png,fibroblast,0
18623,4,18623.png,fibroblast,0
18624,4,18624.png,fibroblast,0
18625,4,18625.png,fibroblast,0
18626,4,18626.png,fibroblast,0
18627,4,18627.png,fibroblast,0
18631,4,18631.png,inflammatory,1
18632,4,18632.png,inflammatory,1
18633,4,18633.png,inflammatory,1
18634,4,18634.png,inflammatory,1
18635,4,18635.png,inflammatory,1
18636,4,18636.png,inflammatory,1
18637,4,18637.png,inflammatory,1
18638,4,18638.png,inflammatory,1
18639,4,18639.png,inflammatory,1
18640,4,18640.png,inflammatory,1
18641,4,18641.png,inflammatory,1
18642,4,18642.png,inflammatory,1
18643,4,18643.png,inflammatory,1
18644,4,18644.png,inflammatory,1
18645,4,18645.png,inflammatory,1
18646,4,18646.png,inflammatory,1
18647,4,18647.png,inflammatory,1
18648,4,18648.png,inflammatory,1
18649,4,18649.png,inflammatory,1
18650,4,18650.png,inflammatory,1
18651,4,18651.png,inflammatory,1
18652,4,18652.png,inflammatory,1
18653,4,18653.png,inflammatory,1
18656,4,18656.png,inflammatory,1
18657,4,18657.png,inflammatory,1
18658,4,18658.png,inflammatory,1
18659,4,18659.png,inflammatory,1
18660,4,18660.png,inflammatory,1
18661,4,18661.png,inflammatory,1
18662,4,18662.png,inflammatory,1
18663,4,18663.png,inflammatory,1
18664,4,18664.png,inflammatory,1
18665,4,18665.png,inflammatory,1
18666,4,18666.png,inflammatory,1
18667,4,18667.png,inflammatory,1
18668,4,18668.png,inflammatory,1
18669,4,18669.png,inflammatory,1
18670,4,18670.png,inflammatory,1
18671,4,18671.png,inflammatory,1
18672,4,18672.png,inflammatory,1
18673,4,18673.png,inflammatory,1
18674,4,18674.png,inflammatory,1
18675,4,18675.png,inflammatory,1
18676,4,18676.png,inflammatory,1
18677,4,18677.png,inflammatory,1
18678,4,18678.png,inflammatory,1
18679,4,18679.png,inflammatory,1
18680,4,18680.png,inflammatory,1
18681,4,18681.png,inflammatory,1
18682,4,18682.png,inflammatory,1
18683,4,18683.png,inflammatory,1
18684,4,18684.png,inflammatory,1
18685,4,18685.png,inflammatory,1
18686,4,18686.png,inflammatory,1
18687,4,18687.png,inflammatory,1
18688,4,18688.png,inflammatory,1
18689,4,18689.png,inflammatory,1
18690,4,18690.png,inflammatory,1
18691,4,18691.png,inflammatory,1
18692,4,18692.png,inflammatory,1
18693,4,18693.png,inflammatory,1
18694,4,18694.png,inflammatory,1
18695,4,18695.png,inflammatory,1
18696,4,18696.png,inflammatory,1
18697,4,18697.png,inflammatory,1
18698,4,18698.png,inflammatory,1
18699,4,18699.png,inflammatory,1
18700,4,18700.png,inflammatory,1
18701,4,18701.png,inflammatory,1
18702,4,18702.png,inflammatory,1
18703,4,18703.png,inflammatory,1
18704,4,18704.png,inflammatory,1
18706,4,18706.png,inflammatory,1
18707,4,18707.png,inflammatory,1
18708,4,18708.png,inflammatory,1
18709,4,18709.png,inflammatory,1
18710,4,18710.png,inflammatory,1
18711,4,18711.png,inflammatory,1
18712,4,18712.png,inflammatory,1
18713,4,18713.png,inflammatory,1
18714,4,18714.png,inflammatory,1
18715,4,18715.png,others,3
18716,4,18716.png,others,3
18717,4,18717.png,others,3
18718,4,18718.png,others,3
18719,4,18719.png,others,3
18720,4,18720.png,others,3
18721,4,18721.png,others,3
132,5,132.png,fibroblast,0
133,5,133.png,fibroblast,0
134,5,134.png,fibroblast,0
135,5,135.png,fibroblast,0
136,5,136.png,fibroblast,0
137,5,137.png,fibroblast,0
138,5,138.png,fibroblast,0
140,5,140.png,fibroblast,0
141,5,141.png,fibroblast,0
142,5,142.png,fibroblast,0
143,5,143.png,fibroblast,0
144,5,144.png,fibroblast,0
145,5,145.png,fibroblast,0
146,5,146.png,fibroblast,0
147,5,147.png,fibroblast,0
148,5,148.png,fibroblast,0
149,5,149.png,fibroblast,0
150,5,150.png,fibroblast,0
152,5,152.png,fibroblast,0
153,5,153.png,fibroblast,0
154,5,154.png,fibroblast,0
155,5,155.png,fibroblast,0
156,5,156.png,fibroblast,0
157,5,157.png,fibroblast,0
158,5,158.png,fibroblast,0
161,5,161.png,inflammatory,1
162,5,162.png,inflammatory,1
163,5,163.png,inflammatory,1
164,5,164.png,inflammatory,1
165,5,165.png,inflammatory,1
166,5,166.png,inflammatory,1
167,5,167.png,inflammatory,1
168,5,168.png,inflammatory,1
169,5,169.png,inflammatory,1
171,5,171.png,inflammatory,1
172,5,172.png,inflammatory,1
173,5,173.png,inflammatory,1
174,5,174.png,inflammatory,1
175,5,175.png,inflammatory,1
176,5,176.png,inflammatory,1
177,5,177.png,inflammatory,1
178,5,178.png,inflammatory,1
179,5,179.png,inflammatory,1
180,5,180.png,inflammatory,1
181,5,181.png,inflammatory,1
182,5,182.png,inflammatory,1
183,5,183.png,inflammatory,1
184,5,184.png,inflammatory,1
185,5,185.png,inflammatory,1
186,5,186.png,inflammatory,1
187,5,187.png,inflammatory,1
188,5,188.png,inflammatory,1
189,5,189.png,inflammatory,1
190,5,190.png,inflammatory,1
191,5,191.png,inflammatory,1
192,5,192.png,inflammatory,1
193,5,193.png,inflammatory,1
194,5,194.png,inflammatory,1
195,5,195.png,inflammatory,1
196,5,196.png,inflammatory,1
197,5,197.png,inflammatory,1
198,5,198.png,inflammatory,1
199,5,199.png,inflammatory,1
200,5,200.png,inflammatory,1
201,5,201.png,inflammatory,1
202,5,202.png,inflammatory,1
203,5,203.png,inflammatory,1
204,5,204.png,inflammatory,1
205,5,205.png,inflammatory,1
206,5,206.png,inflammatory,1
207,5,207.png,inflammatory,1
208,5,208.png,inflammatory,1
209,5,209.png,inflammatory,1
210,5,210.png,inflammatory,1
211,5,211.png,inflammatory,1
212,5,212.png,inflammatory,1
213,5,213.png,inflammatory,1
214,5,214.png,inflammatory,1
215,5,215.png,inflammatory,1
216,5,216.png,inflammatory,1
217,5,217.png,inflammatory,1
218,5,218.png,inflammatory,1
220,5,220.png,inflammatory,1
221,5,221.png,inflammatory,1
222,5,222.png,inflammatory,1
223,5,223.png,inflammatory,1
224,5,224.png,inflammatory,1
225,5,225.png,inflammatory,1
226,5,226.png,inflammatory,1
227,5,227.png,inflammatory,1
228,5,228.png,inflammatory,1
229,5,229.png,inflammatory,1
230,5,230.png,inflammatory,1
231,5,231.png,inflammatory,1
232,5,232.png,inflammatory,1
233,5,233.png,inflammatory,1
234,5,234.png,inflammatory,1
235,5,235.png,inflammatory,1
236,5,236.png,inflammatory,1
237,5,237.png,inflammatory,1
238,5,238.png,inflammatory,1
239,5,239.png,inflammatory,1
240,5,240.png,inflammatory,1
241,5,241.png,inflammatory,1
242,5,242.png,inflammatory,1
243,5,243.png,inflammatory,1
244,5,244.png,inflammatory,1
245,5,245.png,inflammatory,1
246,5,246.png,inflammatory,1
247,5,247.png,inflammatory,1
248,5,248.png,inflammatory,1
249,5,249.png,inflammatory,1
250,5,250.png,inflammatory,1
251,5,251.png,inflammatory,1
252,5,252.png,inflammatory,1
253,5,253.png,inflammatory,1
254,5,254.png,inflammatory,1
255,5,255.png,inflammatory,1
256,5,256.png,inflammatory,1
257,5,257.png,inflammatory,1
258,5,258.png,inflammatory,1
259,5,259.png,inflammatory,1
260,5,260.png,inflammatory,1
261,5,261.png,inflammatory,1
262,5,262.png,inflammatory,1
263,5,263.png,inflammatory,1
264,5,264.png,inflammatory,1
265,5,265.png,inflammatory,1
269,5,269.png,others,3
270,5,270.png,others,3
271,5,271.png,others,3
273,5,273.png,others,3
274,5,274.png,others,3
275,5,275.png,others,3
276,5,276.png,epithelial,2
277,5,277.png,epithelial,2
278,5,278.png,epithelial,2
279,5,279.png,epithelial,2
280,5,280.png,epithelial,2
281,5,281.png,epithelial,2
282,5,282.png,epithelial,2
283,5,283.png,epithelial,2
284,5,284.png,epithelial,2
285,5,285.png,epithelial,2
286,5,286.png,epithelial,2
287,5,287.png,epithelial,2
288,5,288.png,epithelial,2
289,5,289.png,epithelial,2
290,5,290.png,epithelial,2
291,5,291.png,epithelial,2
292,5,292.png,epithelial,2
293,5,293.png,epithelial,2
294,5,294.png,epithelial,2
295,5,295.png,epithelial,2
296,5,296.png,epithelial,2
297,5,297.png,epithelial,2
298,5,298.png,epithelial,2
299,5,299.png,epithelial,2
300,5,300.png,epithelial,2
301,5,301.png,epithelial,2
302,5,302.png,epithelial,2
303,5,303.png,epithelial,2
304,5,304.png,epithelial,2
305,5,305.png,epithelial,2
306,5,306.png,epithelial,2
307,5,307.png,epithelial,2
308,5,308.png,epithelial,2
309,5,309.png,epithelial,2
310,5,310.png,epithelial,2
4083,6,4083.png,fibroblast,0
4084,6,4084.png,fibroblast,0
4085,6,4085.png,fibroblast,0
4086,6,4086.png,fibroblast,0
4087,6,4087.png,fibroblast,0
4088,6,4088.png,fibroblast,0
4089,6,4089.png,fibroblast,0
4090,6,4090.png,fibroblast,0
4092,6,4092.png,fibroblast,0
4095,6,4095.png,inflammatory,1
4096,6,4096.png,inflammatory,1
4097,6,4097.png,inflammatory,1
4098,6,4098.png,inflammatory,1
4099,6,4099.png,inflammatory,1
4100,6,4100.png,inflammatory,1
4101,6,4101.png,inflammatory,1
4102,6,4102.png,inflammatory,1
4103,6,4103.png,inflammatory,1
4104,6,4104.png,inflammatory,1
4105,6,4105.png,inflammatory,1
4106,6,4106.png,inflammatory,1
4107,6,4107.png,inflammatory,1
4108,6,4108.png,inflammatory,1
4109,6,4109.png,inflammatory,1
4110,6,4110.png,inflammatory,1
4111,6,4111.png,inflammatory,1
4112,6,4112.png,inflammatory,1
4113,6,4113.png,inflammatory,1
4114,6,4114.png,inflammatory,1
4115,6,4115.png,inflammatory,1
4116,6,4116.png,inflammatory,1
4117,6,4117.png,inflammatory,1
4119,6,4119.png,inflammatory,1
4121,6,4121.png,inflammatory,1
4122,6,4122.png,inflammatory,1
4123,6,4123.png,inflammatory,1
4124,6,4124.png,inflammatory,1
4125,6,4125.png,inflammatory,1
4126,6,4126.png,inflammatory,1
4127,6,4127.png,inflammatory,1
4128,6,4128.png,inflammatory,1
4129,6,4129.png,inflammatory,1
4130,6,4130.png,inflammatory,1
4131,6,4131.png,inflammatory,1
4132,6,4132.png,inflammatory,1
4133,6,4133.png,inflammatory,1
4134,6,4134.png,inflammatory,1
4135,6,4135.png,inflammatory,1
4136,6,4136.png,inflammatory,1
4137,6,4137.png,inflammatory,1
4138,6,4138.png,inflammatory,1
4139,6,4139.png,inflammatory,1
4140,6,4140.png,inflammatory,1
4141,6,4141.png,inflammatory,1
4142,6,4142.png,inflammatory,1
4143,6,4143.png,inflammatory,1
4144,6,4144.png,inflammatory,1
4145,6,4145.png,inflammatory,1
4147,6,4147.png,inflammatory,1
4148,6,4148.png,inflammatory,1
4149,6,4149.png,inflammatory,1
4150,6,4150.png,inflammatory,1
4151,6,4151.png,inflammatory,1
4152,6,4152.png,inflammatory,1
4153,6,4153.png,inflammatory,1
4154,6,4154.png,inflammatory,1
4155,6,4155.png,inflammatory,1
4156,6,4156.png,inflammatory,1
4157,6,4157.png,inflammatory,1
4158,6,4158.png,inflammatory,1
4159,6,4159.png,inflammatory,1
4160,6,4160.png,inflammatory,1
4161,6,4161.png,inflammatory,1
4162,6,4162.png,inflammatory,1
4164,6,4164.png,inflammatory,1
4165,6,4165.png,inflammatory,1
4166,6,4166.png,inflammatory,1
4167,6,4167.png,inflammatory,1
4168,6,4168.png,inflammatory,1
4169,6,4169.png,inflammatory,1
4170,6,4170.png,inflammatory,1
4171,6,4171.png,inflammatory,1
4172,6,4172.png,inflammatory,1
4173,6,4173.png,inflammatory,1
4174,6,4174.png,inflammatory,1
4175,6,4175.png,inflammatory,1
4176,6,4176.png,inflammatory,1
4177,6,4177.png,inflammatory,1
4178,6,4178.png,inflammatory,1
4179,6,4179.png,inflammatory,1
4180,6,4180.png,inflammatory,1
4181,6,4181.png,inflammatory,1
4182,6,4182.png,inflammatory,1
4183,6,4183.png,inflammatory,1
4184,6,4184.png,inflammatory,1
4185,6,4185.png,inflammatory,1
4186,6,4186.png,inflammatory,1
4187,6,4187.png,inflammatory,1
4188,6,4188.png,inflammatory,1
4189,6,4189.png,inflammatory,1
4190,6,4190.png,inflammatory,1
4191,6,4191.png,inflammatory,1
4192,6,4192.png,inflammatory,1
4193,6,4193.png,inflammatory,1
4194,6,4194.png,inflammatory,1
4195,6,4195.png,inflammatory,1
4196,6,4196.png,inflammatory,1
4197,6,4197.png,inflammatory,1
4198,6,4198.png,inflammatory,1
4199,6,4199.png,inflammatory,1
4200,6,4200.png,inflammatory,1
4201,6,4201.png,inflammatory,1
4202,6,4202.png,inflammatory,1
4203,6,4203.png,inflammatory,1
4204,6,4204.png,inflammatory,1
4205,6,4205.png,inflammatory,1
4206,6,4206.png,inflammatory,1
4207,6,4207.png,inflammatory,1
4208,6,4208.png,inflammatory,1
4209,6,4209.png,inflammatory,1
4210,6,4210.png,inflammatory,1
4211,6,4211.png,inflammatory,1
4212,6,4212.png,inflammatory,1
4213,6,4213.png,inflammatory,1
4214,6,4214.png,inflammatory,1
4215,6,4215.png,inflammatory,1
4216,6,4216.png,inflammatory,1
4217,6,4217.png,inflammatory,1
4218,6,4218.png,inflammatory,1
4219,6,4219.png,inflammatory,1
4220,6,4220.png,inflammatory,1
4221,6,4221.png,inflammatory,1
4222,6,4222.png,inflammatory,1
4223,6,4223.png,inflammatory,1
4224,6,4224.png,inflammatory,1
4225,6,4225.png,inflammatory,1
4226,6,4226.png,inflammatory,1
4227,6,4227.png,inflammatory,1
4228,6,4228.png,inflammatory,1
4229,6,4229.png,inflammatory,1
4230,6,4230.png,inflammatory,1
4231,6,4231.png,inflammatory,1
4232,6,4232.png,inflammatory,1
4233,6,4233.png,inflammatory,1
4234,6,4234.png,inflammatory,1
4237,6,4237.png,inflammatory,1
4239,6,4239.png,inflammatory,1
4240,6,4240.png,inflammatory,1
4241,6,4241.png,inflammatory,1
4242,6,4242.png,inflammatory,1
4243,6,4243.png,inflammatory,1
4244,6,4244.png,inflammatory,1
4246,6,4246.png,inflammatory,1
4247,6,4247.png,inflammatory,1
4248,6,4248.png,inflammatory,1
4249,6,4249.png,inflammatory,1
4250,6,4250.png,inflammatory,1
4251,6,4251.png,inflammatory,1
4252,6,4252.png,inflammatory,1
4253,6,4253.png,inflammatory,1
4254,6,4254.png,inflammatory,1
4256,6,4256.png,inflammatory,1
4257,6,4257.png,inflammatory,1
4258,6,4258.png,inflammatory,1
4259,6,4259.png,inflammatory,1
4260,6,4260.png,inflammatory,1
4261,6,4261.png,inflammatory,1
4263,6,4263.png,inflammatory,1
4264,6,4264.png,inflammatory,1
4265,6,4265.png,others,3
4268,6,4268.png,epithelial,2
4269,6,4269.png,epithelial,2
4270,6,4270.png,epithelial,2
4271,6,4271.png,epithelial,2
4272,6,4272.png,epithelial,2
4273,6,4273.png,epithelial,2
4274,6,4274.png,epithelial,2
4275,6,4275.png,epithelial,2
4276,6,4276.png,epithelial,2
4277,6,4277.png,epithelial,2
4279,6,4279.png,epithelial,2
4280,6,4280.png,epithelial,2
4281,6,4281.png,epithelial,2
4282,6,4282.png,epithelial,2
4283,6,4283.png,epithelial,2
4284,6,4284.png,epithelial,2
4285,6,4285.png,epithelial,2
4286,6,4286.png,epithelial,2
4287,6,4287.png,epithelial,2
4288,6,4288.png,epithelial,2
4289,6,4289.png,epithelial,2
4290,6,4290.png,epithelial,2
4291,6,4291.png,epithelial,2
4292,6,4292.png,epithelial,2
4293,6,4293.png,epithelial,2
4294,6,4294.png,epithelial,2
4295,6,4295.png,epithelial,2
4297,6,4297.png,epithelial,2
8981,7,8981.png,fibroblast,0
8982,7,8982.png,fibroblast,0
8983,7,8983.png,fibroblast,0
8984,7,8984.png,fibroblast,0
8985,7,8985.png,fibroblast,0
8986,7,8986.png,fibroblast,0
8987,7,8987.png,fibroblast,0
8988,7,8988.png,fibroblast,0
8989,7,8989.png,fibroblast,0
8990,7,8990.png,fibroblast,0
8991,7,8991.png,fibroblast,0
8992,7,8992.png,fibroblast,0
8993,7,8993.png,fibroblast,0
8994,7,8994.png,fibroblast,0
8995,7,8995.png,fibroblast,0
8996,7,8996.png,fibroblast,0
8997,7,8997.png,fibroblast,0
8998,7,8998.png,fibroblast,0
9000,7,9000.png,fibroblast,0
9001,7,9001.png,fibroblast,0
9002,7,9002.png,fibroblast,0
9003,7,9003.png,fibroblast,0
9004,7,9004.png,fibroblast,0
9005,7,9005.png,fibroblast,0
9006,7,9006.png,fibroblast,0
9007,7,9007.png,fibroblast,0
9008,7,9008.png,fibroblast,0
9009,7,9009.png,fibroblast,0
9010,7,9010.png,fibroblast,0
9011,7,9011.png,fibroblast,0
9013,7,9013.png,fibroblast,0
9014,7,9014.png,fibroblast,0
9015,7,9015.png,fibroblast,0
9016,7,9016.png,fibroblast,0
9017,7,9017.png,fibroblast,0
9018,7,9018.png,fibroblast,0
9019,7,9019.png,fibroblast,0
9020,7,9020.png,fibroblast,0
9021,7,9021.png,fibroblast,0
9022,7,9022.png,fibroblast,0
9023,7,9023.png,fibroblast,0
9024,7,9024.png,fibroblast,0
9025,7,9025.png,fibroblast,0
9026,7,9026.png,fibroblast,0
9027,7,9027.png,fibroblast,0
9028,7,9028.png,fibroblast,0
9029,7,9029.png,fibroblast,0
9030,7,9030.png,fibroblast,0
9031,7,9031.png,fibroblast,0
9032,7,9032.png,fibroblast,0
9033,7,9033.png,fibroblast,0
9034,7,9034.png,fibroblast,0
9035,7,9035.png,fibroblast,0
9036,7,9036.png,fibroblast,0
9037,7,9037.png,fibroblast,0
9038,7,9038.png,fibroblast,0
9039,7,9039.png,fibroblast,0
9040,7,9040.png,fibroblast,0
9041,7,9041.png,fibroblast,0
9042,7,9042.png,fibroblast,0
9043,7,9043.png,fibroblast,0
9044,7,9044.png,fibroblast,0
9045,7,9045.png,fibroblast,0
9046,7,9046.png,fibroblast,0
9047,7,9047.png,fibroblast,0
9048,7,9048.png,fibroblast,0
9049,7,9049.png,fibroblast,0
9050,7,9050.png,fibroblast,0
9051,7,9051.png,fibroblast,0
9052,7,9052.png,fibroblast,0
9053,7,9053.png,fibroblast,0
9054,7,9054.png,fibroblast,0
9055,7,9055.png,fibroblast,0
9056,7,9056.png,fibroblast,0
9057,7,9057.png,fibroblast,0
9058,7,9058.png,fibroblast,0
9059,7,9059.png,fibroblast,0
9060,7,9060.png,fibroblast,0
9061,7,9061.png,fibroblast,0
9062,7,9062.png,fibroblast,0
9063,7,9063.png,fibroblast,0
9064,7,9064.png,fibroblast,0
9065,7,9065.png,fibroblast,0
9066,7,9066.png,fibroblast,0
9067,7,9067.png,fibroblast,0
9068,7,9068.png,fibroblast,0
9069,7,9069.png,fibroblast,0
9070,7,9070.png,fibroblast,0
9071,7,9071.png,fibroblast,0
9072,7,9072.png,fibroblast,0
9073,7,9073.png,fibroblast,0
9074,7,9074.png,fibroblast,0
9075,7,9075.png,fibroblast,0
9076,7,9076.png,fibroblast,0
9077,7,9077.png,fibroblast,0
9078,7,9078.png,fibroblast,0
9079,7,9079.png,fibroblast,0
9080,7,9080.png,fibroblast,0
9081,7,9081.png,fibroblast,0
9082,7,9082.png,fibroblast,0
9083,7,9083.png,fibroblast,0
9084,7,9084.png,fibroblast,0
9085,7,9085.png,fibroblast,0
9086,7,9086.png,fibroblast,0
9087,7,9087.png,fibroblast,0
9088,7,9088.png,fibroblast,0
9089,7,9089.png,fibroblast,0
9090,7,9090.png,fibroblast,0
9091,7,9091.png,fibroblast,0
9092,7,9092.png,fibroblast,0
9093,7,9093.png,fibroblast,0
9094,7,9094.png,fibroblast,0
9095,7,9095.png,inflammatory,1
9096,7,9096.png,inflammatory,1
9097,7,9097.png,inflammatory,1
9098,7,9098.png,inflammatory,1
9099,7,9099.png,inflammatory,1
9100,7,9100.png,inflammatory,1
9101,7,9101.png,inflammatory,1
9102,7,9102.png,inflammatory,1
9103,7,9103.png,inflammatory,1
9104,7,9104.png,inflammatory,1
9105,7,9105.png,inflammatory,1
9106,7,9106.png,inflammatory,1
9107,7,9107.png,inflammatory,1
9108,7,9108.png,inflammatory,1
9109,7,9109.png,inflammatory,1
9110,7,9110.png,inflammatory,1
9111,7,9111.png,inflammatory,1
9112,7,9112.png,inflammatory,1
9113,7,9113.png,inflammatory,1
9114,7,9114.png,inflammatory,1
9115,7,9115.png,inflammatory,1
9116,7,9116.png,inflammatory,1
9117,7,9117.png,inflammatory,1
9118,7,9118.png,inflammatory,1
9119,7,9119.png,inflammatory,1
9120,7,9120.png,inflammatory,1
9121,7,9121.png,inflammatory,1
9122,7,9122.png,inflammatory,1
9123,7,9123.png,inflammatory,1
